"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-01","60",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-02","60",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-03","62",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-04","63",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-05","67",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-06","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-07","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-08","60",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-09","61",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-10","60",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-11","62",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-12","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-13","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-14","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-15","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-16","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-17","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-18","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-19","66",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-20","67",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-21","69","84","54"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-22","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-23","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-24","63","81",
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-25","63",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-26","64",,"47"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-27","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-28","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-29","66",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-30","67",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-01-31","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-01","71",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-02","71",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-03","70",,"58"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-04","69",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-05","69",,"54"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-06","67",,"52"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-07","68",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-08","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-09","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-10","73",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-13","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-14","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-15","74",,"62"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-16","74",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-17","73",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-18","74",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-21","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-22","77",,"60"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-23","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-24","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-25","79",,"71"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-26","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-27","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-02-28","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-01","77",,"61"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-02","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-03","79",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-04","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-05","81",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-06","80",,"69"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-07","80",,"72"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-08","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-09","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-10","79",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-11","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-12","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-13","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-14","81",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-15","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-16","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-17","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-18","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-19","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-20","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-21","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-22","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-23","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-24","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-25","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-26","86",,"68"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-27","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-28","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-29","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-30","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-03-31","92",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-01","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-02","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-03","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-04","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-05","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-06","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-07","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-08","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-09","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-10","89",,"76"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-11","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-12","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-13","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-14","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-15","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-16","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-17","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-18","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-19","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-20","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-21","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-22","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-23","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-24","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-25","89",,"78"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-26","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-27","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-28","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-29","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-04-30","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-01","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-02","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-03","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-04","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-05","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-06","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-07","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-08","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-09","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-10","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-11","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-12","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-13","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-14","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-15","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-16","98",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-17","101",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-18","93","107",
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-19","93",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-20","90",,"84"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-21","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-22","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-23","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-24","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-25","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-26","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-27","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-28","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-29","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-30","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-05-31","91","100",
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-01","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-02","90","97","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-03","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-04","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-05","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-06","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-07","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-08","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-09","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-10","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-11","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-12","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-13","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-14","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-15","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-16","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-17","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-18","92",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-19","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-20","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-21","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-22","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-23","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-24","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-25","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-26","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-27","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-28","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-29","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-06-30","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-01","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-02","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-03","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-04","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-05","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-06","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-07","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-08","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-09","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-10","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-11","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-12","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-13","93",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-14","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-15","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-16","90",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-17","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-18","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-19","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-20","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-21","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-22","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-23","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-24","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-25","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-26","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-27","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-28","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-29","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-30","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-07-31","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-01","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-02","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-03","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-04","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-05","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-06","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-07","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-08","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-09","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-10","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-11","84","89","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-12","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-13","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-14","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-15","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-16","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-17","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-18","85",,"81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-19","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-20","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-21","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-22","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-23","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-24","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-25","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-26","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-27","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-28","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-29","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-30","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-08-31","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-01","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-02","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-03","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-04","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-05","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-06","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-07","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-08","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-09","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-10","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-11","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-12","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-13","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-14","93",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-15","94",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-16","93",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-17","91",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-18","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-19","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-20","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-21","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-22","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-23","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-24","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-25","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-26","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-27","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-28","89","98",
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-29","93","101",
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-09-30","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-01","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-02","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-03","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-04","85","92",
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-05","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-06","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-07","88",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-08","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-09","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-10","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-11","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-12","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-13","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-14","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-15","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-16","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-17","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-18","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-19","81",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-20","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-21","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-22","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-23","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-24","81",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-25","81",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-26","82","94",
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-27","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-28","81",,"69"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-29","81",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-30","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-10-31","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-01","81",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-02","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-03","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-04","81",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-05","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-06","79",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-07","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-08","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-09","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-10","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-11","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-12","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-13","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-14","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-15","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-16","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-17","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-18","73",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-19","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-20","73",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-21","74",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-22","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-23","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-24","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-25","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-26","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-27","76",,
