"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-28","76","89","65"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-29","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-11-30","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-01","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-02","73","86",
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-03","73","86",
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-04","72",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-05","72",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-06","73",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-07","71",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-08","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-09","69",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-10","69",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-11","67",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-12","69",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-13","69",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-14","68",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-15","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-16","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-17","63",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-18","63",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-19","64",,"48"
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-20","68",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-21","72",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-22","73",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-23","74",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-24","73",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-25","72",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-26","74",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-27","63",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-28","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-29","63",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-30","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2021-12-31","67",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-01","66",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-02","68",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-03","69",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-04","66",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-05","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-06","62",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-07","62",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-08","61",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-09","61",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-10","62",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-11","62",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-12","62",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-13","63",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-14","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-15","65",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-16","66",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-17","68","80",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-18","68",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-19","71",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-20","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-21","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-22","67",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-23","62",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-24","62",,"48"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-25","63",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-26","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-27","64",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-28","66",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-29","69",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-30","71",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-01-31","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-01","74",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-02","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-03","74",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-04","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-05","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-06","72",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-07","72",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-08","71",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-09","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-10","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-11","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-12","70",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-13","71",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-14","71",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-15","74",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-16","73",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-17","72",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-18","74",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-19","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-20","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-21","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-22","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-23","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-24","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-25","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-26","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-27","75",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-02-28","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-01","77",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-02","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-03","76",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-04","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-05","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-06","78",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-07","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-08","80","95",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-09","79",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-10","81",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-11","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-12","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-13","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-14","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-15","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-16","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-17","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-18","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-19","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-20","83",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-21","80",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-22","79",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-23","82",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-24","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-25","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-26","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-27","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-28","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-29","85",,"78"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-30","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-03-31","89",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-01","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-02","85","106",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-03","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-04","84",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-05","86",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-06","87",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-07","92","106","78"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-08","91","104",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-09","87","98","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-10","87","102","75"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-11","85","95","78"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-12","85","92",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-13","84","97","77"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-14","86","95","78"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-15","89","100","77"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-16","85","98","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-17","85","94","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-18","85","94","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-19","86","94","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-20","87","99","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-21","89","99",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-22","85","95","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-23","87","95","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-24","89","100","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-25","88","99","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-26","89","98","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-27","90","102","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-28","89","99",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-29","92","99",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-04-30","92","105","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-01","92","103",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-02","86","96",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-03","88","96","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-04","87","98","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-05","87","94","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-06","87","97",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-07","87","99","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-08","85",,
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-09","87","95","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-10","87",,"83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-11","91","98",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-12","89","99","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-13","90","106","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-14","93","109","84"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-15","88","98","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-16","88","107",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-17","92","106","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-18","89","97","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-19","88","96","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-20","87","95","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-21","88","96","84"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-22","88","96",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-23","91","102",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-24","89","99","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-25","89","95","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-26","88","93","84"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-27","88","94",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-28","88","98","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-29","90","95",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-30","88","96","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-05-31","88","94",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-01","89","96","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-02","91","99",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-03","88","98","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-04","88","95",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-05","87","94",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-06","86","94",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-07","87","94","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-08","87","94","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-09","87","92","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-10","88","94",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-11","88","94","84"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-12","90","97","84"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-13","89","96","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-14","90","97",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-15","89","94","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-16","90","96",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-17","90","95","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-18","89","94",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-19","88","95","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-20","89","94","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-21","89","95","86"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-22","87","98",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-23","92","103",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-24","92","104","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-25","90","98","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-26","93","100",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-27","90","97","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-28","91","99","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-29","89","95","85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-06-30","89","95","84"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-01","89","96",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-03","89",,"85"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-04","87","98",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-05","88","98","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-06","88","92","84"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-07","86","95","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-08","84","92","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-09","83","87","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-10","86","92",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-11","83","87","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-12","86","94","77"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-13","90","95",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-14","88","99","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-15","88","98",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-16","88","96","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-17","86","95",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-18","85","89","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-19","87","90",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-20","87","93","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-21","86","92","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-22","86","89","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-23","85","90","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-24","82","84",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-25","81","86","78"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-26","83","87",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-27","82","86","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-28","84","89","78"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-29","83","89","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-30","84","88","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-07-31","84","89","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-01","83","85",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-02","84","87","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-03","85","89","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-04","87","92","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-05","87","93","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-06","86","90","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-07","86","95","83"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-08","89","96","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-09","92","98",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-10","84","96",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-11","89","96",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-12","86","92","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-13","82","85","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-14","85","90","78"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-15","85","89",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-16","84","91","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-17","83","87","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-18","83","85","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-19","83","85","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-20","83","87","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-21","84","89","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-22","85","90","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-23","84","88","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-27","85","88",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-28","84","90","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-29","84","89","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-30","84","91",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-08-31","87","92",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-01","85","89","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-02","86","92","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-03","85","92","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-04","85","90",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-05","85","89",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-06","86","92",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-07","86","94","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-08","89","96","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-09","92","103","82"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-10","97","105",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-11","89","97","84"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-12","81","96",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-13","81","97","76"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-14","88","99","77"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-15","85","92","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-16","84","89",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-17","85","90","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-18","86","92","81"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-19","85","92",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-20","85","90","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-21","82","90",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-22","84","89","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-23","82","88",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-24","82","89","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-25","85","90","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-26","85","92",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-27","83","92",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-28","83","90",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-29","84","92","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-09-30","84","90","79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-10-01","85","90","78"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-10-02","83","92","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-10-03","85","92",
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-10-04","85","92","80"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-10-05","85",,"79"
"PKM00041780","JINNAH INTERNATIONAL, PK","2022-10-06","86","98","79"
